transaction_id,customer_id,account_number,customer_name,timestamp,amount,merchant,merchant_category,payment_channel,transaction_type,country,city,state,device_type,ip_address,risk_score,is_fraud
TXN-106328,CUST-1137,ACC-6965096268,Customer 137,2026-04-26 04:07:59,369.57,Flipkart Retail,Shopping,UPI,Purchase,India,Kolkata,West Bengal,Samsung Galaxy S24,103.45.21.249,16,0
TXN-107045,CUST-1391,ACC-4804440746,Customer 391,2026-04-26 04:10:29,8698.63,HDFC Home Loan,Financial Services,POS,Transfer,India,New Delhi,Delhi,MacBook Pro,223.189.43.190,24,0
TXN-109229,CUST-1148,ACC-3875303857,Customer 148,2026-04-26 04:13:31,1265.94,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Hyderabad,Telangana,Windows Desktop,103.45.21.7,8,0
TXN-106984,CUST-1350,ACC-4750707607,Customer 350,2026-04-26 04:30:29,9709.81,DMart Supermarket,Groceries,POS,Withdrawal,India,New Delhi,Delhi,iPhone 15,103.45.21.237,22,0
TXN-103457,CUST-1164,ACC-9074999565,Customer 164,2026-04-26 04:33:19,11449.77,Reliance Digital,Electronics,Internet Banking,Bill Payment,India,Mumbai,Maharashtra,Android Tablet,192.168.1.175,29,0
TXN-103512,CUST-1367,ACC-5983503547,Customer 367,2026-04-26 04:33:35,3118.12,Amazon India,Shopping,UPI,Bill Payment,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.112,26,0
TXN-100990,CUST-1210,ACC-6379012098,Customer 210,2026-04-26 04:35:25,14643.06,Flipkart Retail,Shopping,ATM,Withdrawal,India,Pune,Maharashtra,Windows Desktop,223.189.43.181,15,0
TXN-106152,CUST-1017,ACC-8173347748,Customer 17,2026-04-26 04:37:22,3737.56,Zomato Food,Food & Dining,UPI,Transfer,India,Pune,Maharashtra,Android Tablet,103.45.21.216,3,0
TXN-106004,CUST-1204,ACC-8093179263,Customer 204,2026-04-26 04:58:06,9764.43,Reliance Digital,Electronics,UPI,Withdrawal,India,Chennai,Tamil Nadu,Samsung Galaxy S24,192.168.1.225,14,0
TXN-100913,CUST-1128,ACC-6737421496,Customer 128,2026-04-26 04:59:53,964.66,DMart Supermarket,Groceries,Mobile Banking,Transfer,India,Pune,Maharashtra,Samsung Galaxy S24,103.45.21.37,10,0
TXN-107174,CUST-1176,ACC-2549972386,Customer 176,2026-04-26 05:03:00,1978.63,DMart Supermarket,Groceries,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,192.168.1.108,4,0
TXN-101657,CUST-1045,ACC-2939118223,Customer 45,2026-04-26 05:07:37,4512.05,Taj Hotels,Hospitality,ATM,Transfer,India,Hyderabad,Telangana,Samsung Galaxy S24,223.189.43.58,2,0
TXN-105826,CUST-1114,ACC-4226113732,Customer 114,2026-04-26 05:09:35,1654.57,Zomato Food,Food & Dining,POS,Withdrawal,India,Chennai,Tamil Nadu,Samsung Galaxy S24,49.206.12.78,7,0
TXN-104754,CUST-1304,ACC-2578662692,Customer 304,2026-04-26 05:14:39,12833.38,Apollo Pharmacy,Healthcare,UPI,Bill Payment,India,Chennai,Tamil Nadu,Android Tablet,223.189.43.200,2,0
TXN-105605,CUST-1041,ACC-4289233844,Customer 41,2026-04-26 05:17:44,5585.07,Apollo Pharmacy,Healthcare,UPI,Transfer,India,Bengaluru,Karnataka,Windows Desktop,49.206.12.188,4,0
TXN-101220,CUST-1372,ACC-1627276995,Customer 372,2026-04-26 05:19:48,7678.52,Reliance Digital,Electronics,Mobile Banking,Purchase,India,Mumbai,Maharashtra,MacBook Pro,103.45.21.223,14,0
TXN-106360,CUST-1380,ACC-6545970956,Customer 380,2026-04-26 05:21:33,8877.68,Uber India,Travel,POS,Purchase,India,Mumbai,Maharashtra,Android Tablet,223.189.43.8,24,0
TXN-105340,CUST-1257,ACC-6001680218,Customer 257,2026-04-26 05:28:12,11625.69,Reliance Digital,Electronics,POS,Withdrawal,India,Ahmedabad,Gujarat,MacBook Pro,223.189.43.187,25,0
TXN-107005,CUST-1154,ACC-7583090712,Customer 154,2026-04-26 05:29:27,1779.43,Uber India,Travel,UPI,Transfer,India,New Delhi,Delhi,iPhone 15,49.206.12.163,7,0
TXN-106102,CUST-1278,ACC-4721365350,Customer 278,2026-04-26 05:37:21,3478.73,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Bengaluru,Karnataka,iPhone 15,192.168.1.158,22,0
TXN-100831,CUST-1364,ACC-3597009738,Customer 364,2026-04-26 05:46:08,12573.86,Reliance Digital,Electronics,Mobile Banking,Bill Payment,India,Chennai,Tamil Nadu,iPhone 15,192.168.1.242,7,0
TXN-103049,CUST-1235,ACC-4207337120,Customer 235,2026-04-26 05:46:23,7700.23,Airtel Pay,Utilities,ATM,Withdrawal,India,Kolkata,West Bengal,iPhone 15,192.168.1.178,24,0
TXN-109051,CUST-1193,ACC-6289150149,Customer 193,2026-04-26 05:47:26,1378.31,Flipkart Retail,Shopping,UPI,Transfer,India,Chennai,Tamil Nadu,Windows Desktop,223.189.43.194,8,0
TXN-103619,CUST-1327,ACC-7949795085,Customer 327,2026-04-26 05:54:06,625.92,Flipkart Retail,Shopping,UPI,Purchase,India,New Delhi,Delhi,iPhone 15,192.168.1.109,15,0
TXN-108850,CUST-1125,ACC-4228856718,Customer 125,2026-04-26 06:03:18,1182.95,Zomato Food,Food & Dining,ATM,Bill Payment,India,Chennai,Tamil Nadu,Android Tablet,49.206.12.32,10,0
TXN-104606,CUST-1094,ACC-4745927824,Customer 94,2026-04-26 06:03:32,12105.63,Amazon India,Shopping,ATM,Purchase,India,Ahmedabad,Gujarat,Samsung Galaxy S24,49.206.12.208,12,0
TXN-100569,CUST-1218,ACC-4574027737,Customer 218,2026-04-26 06:15:04,4114.32,Reliance Digital,Electronics,Mobile Banking,Withdrawal,India,Ahmedabad,Gujarat,MacBook Pro,49.206.12.149,12,0
TXN-102681,CUST-1214,ACC-6169243284,Customer 214,2026-04-26 06:15:57,8060.82,Airtel Pay,Utilities,UPI,Bill Payment,India,Bengaluru,Karnataka,MacBook Pro,103.45.21.149,1,0
TXN-105939,CUST-1049,ACC-2419179580,Customer 49,2026-04-26 06:43:08,4787.11,Uber India,Travel,ATM,Purchase,India,Hyderabad,Telangana,MacBook Pro,49.206.12.130,6,0
TXN-102314,CUST-1034,ACC-4919706735,Customer 34,2026-04-26 06:46:31,3541.16,Amazon India,Shopping,UPI,Transfer,India,Chennai,Tamil Nadu,Android Tablet,49.206.12.92,17,0
TXN-109556,CUST-1356,ACC-6214917780,Customer 356,2026-04-26 06:46:43,6595.35,Taj Hotels,Hospitality,UPI,Bill Payment,India,Ahmedabad,Gujarat,Samsung Galaxy S24,103.45.21.218,20,0
TXN-109308,CUST-1293,ACC-7072283057,Customer 293,2026-04-26 06:56:09,11012.45,Flipkart Retail,Shopping,Internet Banking,Bill Payment,India,Ahmedabad,Gujarat,Windows Desktop,49.206.12.62,5,0
TXN-100137,CUST-1335,ACC-7991986741,Customer 335,2026-04-26 06:56:12,2890.93,HDFC Home Loan,Financial Services,UPI,Purchase,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.15,9,0
TXN-100389,CUST-1234,ACC-1293864877,Customer 234,2026-04-26 06:58:55,2302.36,Airtel Pay,Utilities,UPI,Transfer,India,Chennai,Tamil Nadu,Samsung Galaxy S24,49.206.12.48,9,0
TXN-105534,CUST-1320,ACC-5328166990,Customer 320,2026-04-26 07:00:15,4439.25,Flipkart Retail,Shopping,UPI,Transfer,India,Kolkata,West Bengal,Samsung Galaxy S24,49.206.12.72,20,0
TXN-108159,CUST-1363,ACC-7187318744,Customer 363,2026-04-26 07:00:53,2622.98,Amazon India,Shopping,UPI,Withdrawal,India,Chennai,Tamil Nadu,Windows Desktop,192.168.1.43,3,0
TXN-101380,CUST-1091,ACC-4482238042,Customer 91,2026-04-26 07:01:10,12272.71,Reliance Digital,Electronics,POS,Purchase,India,Kolkata,West Bengal,iPhone 15,49.206.12.237,22,0
TXN-103052,CUST-1263,ACC-9861449701,Customer 263,2026-04-26 07:02:28,5892.18,Uber India,Travel,Internet Banking,Transfer,India,Ahmedabad,Gujarat,MacBook Pro,103.45.21.113,23,0
TXN-108870,CUST-1074,ACC-5278201677,Customer 74,2026-04-26 07:04:59,10040.89,DMart Supermarket,Groceries,ATM,Bill Payment,India,Pune,Maharashtra,Android Tablet,223.189.43.16,6,0
TXN-105774,CUST-1004,ACC-1127978094,Customer 4,2026-04-26 07:12:50,10024.48,HDFC Home Loan,Financial Services,POS,Transfer,India,Hyderabad,Telangana,Samsung Galaxy S24,49.206.12.163,1,0
TXN-100646,CUST-1374,ACC-3642900640,Customer 374,2026-04-26 07:17:46,1711.32,Airtel Pay,Utilities,UPI,Purchase,India,Pune,Maharashtra,iPhone 15,49.206.12.43,21,0
TXN-100139,CUST-1106,ACC-4642197907,Customer 106,2026-04-26 07:17:50,11783.9,DMart Supermarket,Groceries,UPI,Purchase,India,Chennai,Tamil Nadu,Android Tablet,223.189.43.218,9,0
TXN-108927,CUST-1119,ACC-2047905204,Customer 119,2026-04-26 07:22:41,76948.08,Midnight Cash Outlet,ATM Cash Out,ATM,Withdrawal,India,Mumbai,Maharashtra,iPhone 15,49.206.12.246,88,1
TXN-109169,CUST-1037,ACC-6687206971,Customer 37,2026-04-26 07:25:16,6706.59,Flipkart Retail,Shopping,Internet Banking,Transfer,India,Mumbai,Maharashtra,iPhone 15,223.189.43.45,2,0
TXN-101718,CUST-1290,ACC-7573691558,Customer 290,2026-04-26 07:41:14,8120.56,Apollo Pharmacy,Healthcare,UPI,Bill Payment,India,Ahmedabad,Gujarat,Android Tablet,49.206.12.24,22,0
TXN-108952,CUST-1299,ACC-7707379050,Customer 299,2026-04-26 07:41:25,3029.44,Zomato Food,Food & Dining,UPI,Purchase,India,Pune,Maharashtra,Windows Desktop,103.45.21.157,28,0
TXN-108280,CUST-1304,ACC-2578662692,Customer 304,2026-04-26 07:42:49,304.11,Reliance Digital,Electronics,UPI,Transfer,India,Chennai,Tamil Nadu,Android Tablet,192.168.1.17,5,0
TXN-100825,CUST-1110,ACC-4580822352,Customer 110,2026-04-26 07:53:02,7376.9,DMart Supermarket,Groceries,Mobile Banking,Bill Payment,India,Chennai,Tamil Nadu,MacBook Pro,103.45.21.217,4,0
TXN-109486,CUST-1189,ACC-3686566602,Customer 189,2026-04-26 08:03:03,1134.25,DMart Supermarket,Groceries,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,223.189.43.170,9,0
TXN-105269,CUST-1259,ACC-7688606771,Customer 259,2026-04-26 08:27:00,7898.33,HDFC Home Loan,Financial Services,ATM,Bill Payment,India,Pune,Maharashtra,Windows Desktop,223.189.43.234,29,0
TXN-102463,CUST-1248,ACC-1458072318,Customer 248,2026-04-26 08:34:36,9893.6,HDFC Home Loan,Financial Services,ATM,Bill Payment,India,Kolkata,West Bengal,Android Tablet,223.189.43.184,4,0
TXN-107414,CUST-1047,ACC-3379074819,Customer 47,2026-04-26 08:34:46,1083.08,Reliance Digital,Electronics,ATM,Withdrawal,India,Hyderabad,Telangana,iPhone 15,192.168.1.38,2,0
TXN-101518,CUST-1310,ACC-7098134112,Customer 310,2026-04-26 08:40:17,9730.7,International Retailer,Travel & Leisure,UPI,Purchase,Russia,Moscow,Overseas,Unknown Linux Terminal,121.103.36.247,97,1
TXN-107763,CUST-1143,ACC-7247886041,Customer 143,2026-04-26 08:40:50,323.71,DMart Supermarket,Groceries,POS,Transfer,India,New Delhi,Delhi,Windows Desktop,49.206.12.79,27,0
TXN-103427,CUST-1328,ACC-1454678712,Customer 328,2026-04-26 08:51:35,13599.46,Zomato Food,Food & Dining,UPI,Purchase,India,Kolkata,West Bengal,Android Tablet,103.45.21.171,16,0
TXN-102106,CUST-1327,ACC-7949795085,Customer 327,2026-04-26 09:07:16,12142.25,DMart Supermarket,Groceries,Internet Banking,Transfer,India,New Delhi,Delhi,iPhone 15,49.206.12.89,26,0
TXN-107189,CUST-1028,ACC-5567816720,Customer 28,2026-04-26 09:14:30,1046.41,DMart Supermarket,Groceries,UPI,Purchase,India,Kolkata,West Bengal,Android Tablet,223.189.43.200,4,0
TXN-109341,CUST-1118,ACC-8285786023,Customer 118,2026-04-26 09:14:58,6028.69,Swiggy Delivery,Food & Dining,Internet Banking,Transfer,India,Ahmedabad,Gujarat,Windows Desktop,192.168.1.242,14,0
TXN-106885,CUST-1301,ACC-7873709012,Customer 301,2026-04-26 09:16:56,14979.12,HDFC Home Loan,Financial Services,UPI,Transfer,India,New Delhi,Delhi,iPhone 15,192.168.1.52,10,0
TXN-104026,CUST-1019,ACC-7280359794,Customer 19,2026-04-26 09:17:44,13743.22,Swiggy Delivery,Food & Dining,UPI,Withdrawal,India,Chennai,Tamil Nadu,Android Tablet,103.45.21.232,21,0
TXN-104399,CUST-1312,ACC-3560761628,Customer 312,2026-04-26 09:18:21,963.56,HDFC Home Loan,Financial Services,UPI,Purchase,India,Mumbai,Maharashtra,Samsung Galaxy S24,192.168.1.37,4,0
TXN-104781,CUST-1113,ACC-5659161352,Customer 113,2026-04-26 09:19:50,1096.22,Reliance Digital,Electronics,ATM,Bill Payment,India,New Delhi,Delhi,iPhone 15,49.206.12.29,6,0
TXN-108404,CUST-1379,ACC-9660523876,Customer 379,2026-04-26 09:21:53,5835.72,Taj Hotels,Hospitality,Mobile Banking,Transfer,India,Hyderabad,Telangana,Samsung Galaxy S24,49.206.12.20,25,0
TXN-109711,CUST-1128,ACC-6737421496,Customer 128,2026-04-26 09:24:03,3210.17,Amazon India,Shopping,UPI,Purchase,India,Pune,Maharashtra,Samsung Galaxy S24,192.168.1.139,1,0
TXN-104980,CUST-1103,ACC-6111349421,Customer 103,2026-04-26 09:27:53,6515.73,Swiggy Delivery,Food & Dining,POS,Transfer,India,Mumbai,Maharashtra,Windows Desktop,223.189.43.207,29,0
TXN-109893,CUST-1302,ACC-1913706213,Customer 302,2026-04-26 09:29:57,13442.61,Zomato Food,Food & Dining,POS,Withdrawal,India,Ahmedabad,Gujarat,Samsung Galaxy S24,223.189.43.27,2,0
TXN-106938,CUST-1167,ACC-4256292393,Customer 167,2026-04-26 09:30:11,2646.17,Flipkart Retail,Shopping,Internet Banking,Transfer,India,Ahmedabad,Gujarat,Windows Desktop,192.168.1.156,16,0
TXN-100369,CUST-1306,ACC-6069848439,Customer 306,2026-04-26 09:31:24,6310.85,Zomato Food,Food & Dining,ATM,Purchase,India,Chennai,Tamil Nadu,MacBook Pro,192.168.1.162,4,0
TXN-109363,CUST-1105,ACC-2852408227,Customer 105,2026-04-26 09:36:22,13263.99,Zomato Food,Food & Dining,POS,Bill Payment,India,New Delhi,Delhi,Android Tablet,223.189.43.204,10,0
TXN-109230,CUST-1344,ACC-5560712830,Customer 344,2026-04-26 09:36:55,3763.23,Reliance Digital,Electronics,UPI,Transfer,India,Pune,Maharashtra,MacBook Pro,223.189.43.145,26,0
TXN-109248,CUST-1150,ACC-4085320828,Customer 150,2026-04-26 09:40:35,6448.74,Taj Hotels,Hospitality,POS,Withdrawal,India,Bengaluru,Karnataka,MacBook Pro,103.45.21.135,16,0
TXN-106047,CUST-1164,ACC-9074999565,Customer 164,2026-04-26 09:46:28,12556.8,Reliance Digital,Electronics,Mobile Banking,Purchase,India,Mumbai,Maharashtra,Android Tablet,192.168.1.15,21,0
TXN-102352,CUST-1267,ACC-7243352390,Customer 267,2026-04-26 09:47:37,10827.05,Flipkart Retail,Shopping,Internet Banking,Bill Payment,India,Kolkata,West Bengal,Android Tablet,103.45.21.104,14,0
TXN-107093,CUST-1200,ACC-7415801613,Customer 200,2026-04-26 09:48:44,1099.46,Taj Hotels,Hospitality,UPI,Purchase,India,Pune,Maharashtra,Android Tablet,192.168.1.226,20,0
TXN-108236,CUST-1007,ACC-4733616459,Customer 7,2026-04-26 09:55:34,11676.35,Airtel Pay,Utilities,ATM,Transfer,India,Bengaluru,Karnataka,Windows Desktop,192.168.1.21,2,0
TXN-102883,CUST-1009,ACC-2445662585,Customer 9,2026-04-26 09:57:01,8651.13,Taj Hotels,Hospitality,Internet Banking,Withdrawal,India,Pune,Maharashtra,Windows Desktop,192.168.1.230,7,0
TXN-109258,CUST-1363,ACC-7187318744,Customer 363,2026-04-26 10:06:40,13713.93,Reliance Digital,Electronics,ATM,Purchase,India,Chennai,Tamil Nadu,Windows Desktop,223.189.43.38,25,0
TXN-102035,CUST-1024,ACC-7805745017,Customer 24,2026-04-26 10:07:58,4563.79,Taj Hotels,Hospitality,Mobile Banking,Transfer,India,Kolkata,West Bengal,MacBook Pro,49.206.12.172,6,0
TXN-100954,CUST-1374,ACC-3642900640,Customer 374,2026-04-26 10:12:00,9758.63,Reliance Digital,Electronics,POS,Transfer,India,Pune,Maharashtra,iPhone 15,103.45.21.215,11,0
TXN-106601,CUST-1096,ACC-4742303947,Customer 96,2026-04-26 10:14:22,3662.22,Taj Hotels,Hospitality,UPI,Purchase,India,Hyderabad,Telangana,iPhone 15,49.206.12.193,15,0
TXN-103196,CUST-1294,ACC-5703357871,Customer 294,2026-04-26 10:17:33,14805.5,Zomato Food,Food & Dining,Mobile Banking,Bill Payment,India,Kolkata,West Bengal,MacBook Pro,223.189.43.57,16,0
TXN-107307,CUST-1161,ACC-6922713963,Customer 161,2026-04-26 10:24:46,899.62,Amazon India,Shopping,UPI,Transfer,India,Mumbai,Maharashtra,Windows Desktop,223.189.43.107,20,0
TXN-102449,CUST-1133,ACC-3987248494,Customer 133,2026-04-26 10:25:17,13877.25,Zomato Food,Food & Dining,Internet Banking,Purchase,India,Kolkata,West Bengal,Windows Desktop,103.45.21.99,16,0
TXN-108526,CUST-1206,ACC-6789448659,Customer 206,2026-04-26 10:45:38,6840.6,Swiggy Delivery,Food & Dining,UPI,Withdrawal,India,New Delhi,Delhi,MacBook Pro,103.45.21.145,4,0
TXN-108543,CUST-1070,ACC-3553440342,Customer 70,2026-04-26 10:50:56,1824.15,Reliance Digital,Electronics,POS,Bill Payment,India,Pune,Maharashtra,Windows Desktop,49.206.12.99,1,0
TXN-107966,CUST-1186,ACC-6928678489,Customer 186,2026-04-26 11:08:48,2056.1,Amazon India,Shopping,UPI,Transfer,India,Ahmedabad,Gujarat,MacBook Pro,103.45.21.55,28,0
TXN-101955,CUST-1398,ACC-9944748312,Customer 398,2026-04-26 11:09:35,2722.6,Taj Hotels,Hospitality,POS,Bill Payment,India,Kolkata,West Bengal,iPhone 15,49.206.12.54,19,0
TXN-104742,CUST-1272,ACC-2952996248,Customer 272,2026-04-26 11:15:55,1285.99,Airtel Pay,Utilities,UPI,Purchase,India,Hyderabad,Telangana,Android Tablet,223.189.43.57,10,0
TXN-103350,CUST-1066,ACC-9805294274,Customer 66,2026-04-26 11:16:54,1599.49,Amazon India,Shopping,POS,Withdrawal,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.63,25,0
TXN-103653,CUST-1081,ACC-2472659626,Customer 81,2026-04-26 11:20:34,3775.43,Taj Hotels,Hospitality,ATM,Bill Payment,India,Chennai,Tamil Nadu,Android Tablet,223.189.43.226,18,0
TXN-107969,CUST-1123,ACC-7852415525,Customer 123,2026-04-26 11:24:10,343.38,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Ahmedabad,Gujarat,Android Tablet,49.206.12.90,1,0
TXN-105570,CUST-1230,ACC-9205284543,Customer 230,2026-04-26 11:28:01,11112.13,Taj Hotels,Hospitality,Internet Banking,Bill Payment,India,Mumbai,Maharashtra,Samsung Galaxy S24,223.189.43.206,10,0
TXN-101716,CUST-1025,ACC-5284391408,Customer 25,2026-04-26 11:32:25,3784.02,HDFC Home Loan,Financial Services,UPI,Purchase,India,Ahmedabad,Gujarat,iPhone 15,192.168.1.134,6,0
TXN-101451,CUST-1159,ACC-6447717367,Customer 159,2026-04-26 11:32:28,1414.37,Amazon India,Shopping,UPI,Purchase,India,Hyderabad,Telangana,iPhone 15,49.206.12.48,25,0
TXN-102980,CUST-1335,ACC-7991986741,Customer 335,2026-04-26 11:32:51,10374.19,Zomato Food,Food & Dining,POS,Withdrawal,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.106,21,0
TXN-104879,CUST-1274,ACC-3424843951,Customer 274,2026-04-26 11:34:58,2312.92,HDFC Home Loan,Financial Services,UPI,Purchase,India,Pune,Maharashtra,Android Tablet,103.45.21.6,26,0
TXN-103545,CUST-1311,ACC-6884333221,Customer 311,2026-04-26 11:38:26,3974.6,Uber India,Travel,UPI,Purchase,India,New Delhi,Delhi,Android Tablet,49.206.12.77,11,0
TXN-106778,CUST-1323,ACC-2873548915,Customer 323,2026-04-26 11:40:32,5156.19,Apollo Pharmacy,Healthcare,ATM,Withdrawal,India,Ahmedabad,Gujarat,iPhone 15,223.189.43.229,15,0
TXN-108431,CUST-1081,ACC-2472659626,Customer 81,2026-04-26 11:42:27,4516.06,Flipkart Retail,Shopping,UPI,Bill Payment,India,Chennai,Tamil Nadu,Android Tablet,223.189.43.215,15,0
TXN-103583,CUST-1266,ACC-1417436465,Customer 266,2026-04-26 11:43:39,12213.67,Apollo Pharmacy,Healthcare,Internet Banking,Bill Payment,India,Bengaluru,Karnataka,Windows Desktop,192.168.1.145,28,0
TXN-109449,CUST-1296,ACC-3036965074,Customer 296,2026-04-26 11:49:39,3471.21,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Pune,Maharashtra,iPhone 15,103.45.21.25,5,0
TXN-102310,CUST-1106,ACC-4642197907,Customer 106,2026-04-26 11:49:45,529.5,Flipkart Retail,Shopping,Mobile Banking,Withdrawal,India,Chennai,Tamil Nadu,Android Tablet,192.168.1.94,19,0
TXN-103466,CUST-1213,ACC-8543865915,Customer 213,2026-04-26 11:54:01,2217.41,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Ahmedabad,Gujarat,iPhone 15,192.168.1.99,4,0
TXN-103503,CUST-1158,ACC-7371573279,Customer 158,2026-04-26 11:57:13,14242.41,Airtel Pay,Utilities,POS,Withdrawal,India,Kolkata,West Bengal,Android Tablet,223.189.43.134,13,0
TXN-108156,CUST-1324,ACC-8997701619,Customer 324,2026-04-26 12:00:56,866.56,Zomato Food,Food & Dining,Internet Banking,Transfer,India,Kolkata,West Bengal,Android Tablet,103.45.21.216,16,0
TXN-107854,CUST-1148,ACC-3875303857,Customer 148,2026-04-26 12:01:28,772.61,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Hyderabad,Telangana,Windows Desktop,49.206.12.179,10,0
TXN-102529,CUST-1177,ACC-5838636972,Customer 177,2026-04-26 12:06:10,1895.77,DMart Supermarket,Groceries,POS,Bill Payment,India,Mumbai,Maharashtra,iPhone 15,49.206.12.128,23,0
TXN-107870,CUST-1018,ACC-3727210979,Customer 18,2026-04-26 12:09:56,952.08,Flipkart Retail,Shopping,UPI,Purchase,India,Hyderabad,Telangana,Samsung Galaxy S24,49.206.12.163,29,0
TXN-103603,CUST-1325,ACC-8044354825,Customer 325,2026-04-26 12:12:38,7146.77,Taj Hotels,Hospitality,POS,Transfer,India,Chennai,Tamil Nadu,iPhone 15,49.206.12.131,8,0
TXN-109823,CUST-1365,ACC-8048810275,Customer 365,2026-04-26 12:15:45,3467.13,Apollo Pharmacy,Healthcare,UPI,Purchase,India,New Delhi,Delhi,Android Tablet,49.206.12.165,29,0
TXN-105402,CUST-1026,ACC-4246059658,Customer 26,2026-04-26 12:16:57,377.35,Reliance Digital,Electronics,UPI,Purchase,India,Pune,Maharashtra,Samsung Galaxy S24,103.45.21.14,27,0
TXN-102674,CUST-1286,ACC-5758659815,Customer 286,2026-04-26 12:20:26,719.96,Flipkart Retail,Shopping,UPI,Transfer,India,Ahmedabad,Gujarat,iPhone 15,223.189.43.137,2,0
TXN-101536,CUST-1309,ACC-9984030846,Customer 309,2026-04-26 12:20:59,341.75,Reliance Digital,Electronics,UPI,Purchase,India,Hyderabad,Telangana,Windows Desktop,223.189.43.132,23,0
TXN-101339,CUST-1326,ACC-2739600515,Customer 326,2026-04-26 12:24:23,4038.14,Uber India,Travel,Internet Banking,Withdrawal,India,New Delhi,Delhi,Samsung Galaxy S24,103.45.21.85,28,0
TXN-108857,CUST-1245,ACC-9165632300,Customer 245,2026-04-26 12:27:00,3919.28,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Bengaluru,Karnataka,iPhone 15,49.206.12.200,10,0
TXN-107302,CUST-1008,ACC-6756332150,Customer 8,2026-04-26 12:30:35,2061.06,Flipkart Retail,Shopping,UPI,Purchase,India,Bengaluru,Karnataka,Samsung Galaxy S24,192.168.1.187,9,0
TXN-107253,CUST-1248,ACC-1458072318,Customer 248,2026-04-26 12:40:41,13348.24,Airtel Pay,Utilities,Internet Banking,Withdrawal,India,Kolkata,West Bengal,Android Tablet,223.189.43.65,7,0
TXN-101001,CUST-1120,ACC-8638257497,Customer 120,2026-04-26 12:44:50,2425.78,Flipkart Retail,Shopping,UPI,Transfer,India,Hyderabad,Telangana,Samsung Galaxy S24,223.189.43.84,16,0
TXN-106971,CUST-1286,ACC-5758659815,Customer 286,2026-04-26 12:46:57,534.16,HDFC Home Loan,Financial Services,UPI,Purchase,India,Ahmedabad,Gujarat,iPhone 15,223.189.43.17,9,0
TXN-104213,CUST-1384,ACC-8025152555,Customer 384,2026-04-26 13:01:06,9962.06,DMart Supermarket,Groceries,Mobile Banking,Transfer,India,New Delhi,Delhi,MacBook Pro,49.206.12.114,2,0
TXN-103713,CUST-1351,ACC-6797436140,Customer 351,2026-04-26 13:01:36,1368.06,HDFC Home Loan,Financial Services,UPI,Withdrawal,India,Kolkata,West Bengal,Samsung Galaxy S24,49.206.12.96,15,0
TXN-100693,CUST-1166,ACC-8387664437,Customer 166,2026-04-26 13:04:46,465.88,Reliance Digital,Electronics,Internet Banking,Withdrawal,India,Ahmedabad,Gujarat,Android Tablet,223.189.43.4,19,0
TXN-103184,CUST-1188,ACC-3667292043,Customer 188,2026-04-26 13:07:07,1047.76,Reliance Digital,Electronics,UPI,Purchase,India,Pune,Maharashtra,Samsung Galaxy S24,49.206.12.200,28,0
TXN-107213,CUST-1053,ACC-6816663775,Customer 53,2026-04-26 13:08:29,1787.83,Zomato Food,Food & Dining,UPI,Purchase,India,Kolkata,West Bengal,Windows Desktop,49.206.12.14,29,0
TXN-105992,CUST-1158,ACC-7371573279,Customer 158,2026-04-26 13:09:01,10512.41,Swiggy Delivery,Food & Dining,ATM,Transfer,India,Kolkata,West Bengal,Android Tablet,223.189.43.127,1,0
TXN-101161,CUST-1081,ACC-2472659626,Customer 81,2026-04-26 13:09:11,4028.79,HDFC Home Loan,Financial Services,POS,Withdrawal,India,Chennai,Tamil Nadu,Android Tablet,192.168.1.113,29,0
TXN-109316,CUST-1039,ACC-1248786714,Customer 39,2026-04-26 13:28:48,3350.29,Swiggy Delivery,Food & Dining,Internet Banking,Purchase,India,Pune,Maharashtra,iPhone 15,49.206.12.230,12,0
TXN-102270,CUST-1048,ACC-9894847574,Customer 48,2026-04-26 13:32:51,4715.15,Uber India,Travel,Internet Banking,Transfer,India,Mumbai,Maharashtra,Samsung Galaxy S24,192.168.1.243,3,0
TXN-102185,CUST-1126,ACC-6322520473,Customer 126,2026-04-26 13:36:06,3234.02,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Ahmedabad,Gujarat,iPhone 15,49.206.12.133,15,0
TXN-104169,CUST-1106,ACC-4642197907,Customer 106,2026-04-26 13:42:08,3262.77,Airtel Pay,Utilities,UPI,Purchase,India,Chennai,Tamil Nadu,Android Tablet,192.168.1.163,29,0
TXN-107900,CUST-1266,ACC-1417436465,Customer 266,2026-04-26 13:43:03,1696.85,Airtel Pay,Utilities,UPI,Bill Payment,India,Bengaluru,Karnataka,Windows Desktop,192.168.1.149,2,0
